,sentence,index,words,type,hindi_sentence,hindi_words
3732,<user> men can not be raped can not be abused that why they call it violence against women and children because men are always the perpetrators women come first even before children,0,,test,"<उपयोगकर्ता> पुरुषों के साथ बलात्कार नहीं किया जा सकता है, इसका दुरुपयोग नहीं किया जा सकता है कि वे इसे महिलाओं और बच्चों के खिलाफ हिंसा क्यों कहते हैं क्योंकि पुरुष हमेशा अपराधी होते हैं जो महिलाएं बच्चों से पहले भी पहले भी आती हैं",#VALUE!
3733,yep it been going on a while if only people would listen to people like tommy like us but they do not they like to feel good and not think about the up to a million underage girls raped over the decades,1823,but they do not they like to feel good and not think about the up to a million underage girls raped over the decades,test,"हां, यह थोड़ी देर के लिए चल रहा है अगर केवल लोग हमारे जैसे टॉमी जैसे लोगों की बात सुनेंगे, लेकिन वे नहीं करते हैं कि वे अच्छा महसूस करना पसंद करते हैं और दशकों से एक लाख कम उम्र की लड़कियों के बारे में नहीं सोचते हैं।",लेकिन वे नहीं करते हैं कि वे अच्छा महसूस करना पसंद करते हैं और दशकों में बलात्कार की एक लाख कम उम्र की लड़कियों के बारे में नहीं सोचते हैं
3734,leftists are all brainwashed retarded monkeys they need to hear the exact same words right back in their face it confuses their programming always remember all leftists are merely a software program never try to use logic only emotion,401,leftists are all brainwashed retarded monkeys all leftists are merely a software program,test,"वामपंथी सभी ब्रेनवॉश किए गए मंदबुद्धि बंदर हैं, उन्हें ठीक उसी शब्दों को सुनने की आवश्यकता होती है, जो उनके चेहरे पर ठीक है, यह उनकी प्रोग्रामिंग को भ्रमित करता है हमेशा याद रखें कि सभी वामपंथी केवल एक सॉफ्टवेयर प्रोग्राम हैं जो कभी भी तर्क का उपयोग करने की कोशिश नहीं करते हैं।",वामपंथी सभी ब्रेनवाश किए गए मंदबुद्धि बंदर हैं
3735,peter kopteros peter kopteros <number> hours ago i sure hope that nappy headed lowlife never gets to play professional football ever again unless it in the ghetto they grew up in lol ﻿,932,sure hope that nappy headed lowlife never gets to play professional football ever again unless it in the ghetto they grew up in lol ﻿,test,पीटर कोप्टेरोस पीटर कोप्टेरोस <नंबर> घंटों पहले मुझे यकीन है कि उम्मीद है कि नैपी ने लोइलफाइफ का नेतृत्व कभी भी पेशेवर फुटबॉल खेलने के लिए कभी नहीं किया जब तक कि यह यहूदी बस्ती में वे लोल में बड़े नहीं हुए,यकीन है कि नैपी ने लोइलाइफ का नेतृत्व कभी भी पेशेवर फुटबॉल खेलने के लिए कभी नहीं किया जब तक कि यह यहूदी बस्ती में वे लोल में बड़े नहीं हुए
3736,he gave you a brillo pad that you all spend a fortune on to get rid of so you can look like white women,1585,he gave you a brillo pad that you all spend a fortune on to get rid of so you can look like white women,test,"उसने आपको एक ब्रिलो पैड दिया, जिसे आप सभी से छुटकारा पाने के लिए एक भाग्य खर्च करते हैं ताकि आप गोरी महिलाओं की तरह दिख सकें","उसने आपको एक ब्रिलो पैड दिया, जिसे आप सभी से छुटकारा पाने के लिए एक भाग्य खर्च करते हैं ताकि आप गोरी महिलाओं की तरह दिख सकें"
3737,in time my friend in time they do already support the acid in my moslem wife face libtards hollywood sucks,1760,moslem libtards,test,समय में मेरे दोस्त समय में वे पहले से ही मेरे मोस्लेम पत्नी में एसिड का समर्थन करते हैं,मोस्लेम लिबटर्ड्स
3738,<user> not white again,107,,test,<उपयोगकर्ता> फिर से सफेद नहीं,#VALUE!
3739,an interesting sentiment but only a sentiment nonetheless trump has emboldened the grip israel has on america he has largely overlooked the jew owned federal reserve and given free reign to kike bank goldman sachs both of whom were fined billions for crashing the global economy in <number> <number> maga,927,he has largely overlooked the jew owned federal reserve and given free reign to kike bank goldman sachs,test,"एक दिलचस्प भावना, लेकिन केवल एक भावना फिर भी ट्रम्प ने अमेरिका पर इज़राइल की पकड़ को पकड़ लिया है, उन्होंने बड़े पैमाने पर यहूदी स्वामित्व वाले फेडरल रिजर्व की अनदेखी की है और दोनों कोक बैंक गोल्डमैन सैक्स को मुफ्त शासन दिया है, जिनमें से दोनों को वैश्विक अर्थव्यवस्था को दुर्घटनाग्रस्त करने के लिए अरबों का जुर्माना लगाया गया था। <नंबर> मागा",उन्होंने बड़े पैमाने पर यहूदी स्वामित्व वाले फेडरल रिजर्व की अनदेखी की है और काइक बैंक गोल्डमैन सैक्स को मुफ्त शासन दिया है
3740,people calling undocumented immigrants labor unskilled are dumb af ya ever built a house shit ain ’ t easy,21,,test,अनिर्दिष्ट अप्रवासियों को बुलाने वाले लोग बिना सोचे -समझे हुए हैं।,#VALUE!
3741,imagine them telling hobi what does his name means in arabic then when seokjin asking what does his mean bruh 😭 ✋,1107,,test,"होबी को यह बताने की कल्पना करें कि अरबी में उसका नाम क्या है, जब सेकजिन ने पूछा कि उसका मतलब क्या है",#VALUE!
3742,you can get motion sensor driveway alarms on amazon pretty cheap i have laid out a perimeter around my house with them in case the dogs are sleeping when some unlucky assclown moslem finally figures out my address <wink>,934,unlucky assclown moslem,test,"आप अमेज़ॅन पर मोशन सेंसर ड्राइववे अलार्म प्राप्त कर सकते हैं, बहुत सस्ते में मैंने अपने घर के चारों ओर एक परिधि रखी है, जब कुत्ते सो रहे होते हैं तो कुछ अशुभ गधे मोस्लेम अंत में मेरे पते का पता लगाते हैं <विंक>",अशुभ गधे मोस्लेम
3743,<user> the white delegation has waived that white devil woman,189,white devil woman,test,<उपयोगकर्ता> सफेद प्रतिनिधिमंडल ने उस सफेद शैतान महिला को माफ कर दिया है,सफेद शैतान महिला
3744,listen to me you fuck there is only one way you can say you are redpilled on women and that after you have created a family with one the sandnigger alien standards are those of a subhuman organism,670,sandnigger subhuman organism,test,"मेरी बात सुनो तुम बकवास करो कि केवल एक ही तरीका है कि आप कह सकते हैं कि आप महिलाओं पर लाल हो गए हैं और जब आपने एक परिवार बनाया है, तो एक सैंडनिगर एलियन मानकों के साथ एक निर्वाचन जीव हैं।",सैंडनिग्जर सबहुमन ऑर्गेनिज़्म
3745,tfw how the daily stormer protects a spic like he some kind of god,1090,daily stormer spic,test,TFW कैसे दैनिक स्टॉर्मर एक स्पिक की रक्षा करता है जैसे वह किसी तरह के भगवान की तरह है,दैनिक स्टॉर्मर स्पिक
3746,if britain closed its borders2day moslems would still become a majority due2their high birthrates the only solution2the moslem problem is repatriation2their ancestral homelands at 1 st it can be tried on a voluntary basis with financial compensation4example but eventually they all must b told2 go,1362,moslems would still become a majority due2their high birthrates the only solution2the moslem problem is repatriation2their ancestral homelands at eventually they all must b told2 go,test,"अगर ब्रिटेन ने अपनी सीमाओं को बंद कर दिया, तो मोस्लेम्स अभी भी एक बहुसंख्यक कारण बन जाएगा।",Moslems अभी भी एक बहुसंख्यक कारण बन जाएगा।
3747,<user> where in new york was this taken white supremist nazi radical evangelical bigoted pos road rage waiting to happen,57,white supremist nazi radical evangelical bigoted pos,test,<यूजर> जहां न्यूयॉर्क में यह श्वेत वर्चस्ववादी नाजी कट्टर,सफेद सर्वोच्च व्यक्ति नाजी कट्टर
3748,it worth remembering that in <number> meryl streep actually stood up and applauded a man who drugged then raped a <number> year old girl streep was fully aware of the rape and supported him nonetheless child rape ok democracy not so much yikes,564,,test,"यह याद रखने योग्य है कि <नंबर> मेरिल स्ट्रीप में वास्तव में खड़े हो गए और एक ऐसे व्यक्ति की सराहना की, जिसने ड्रग किया था, फिर एक <नंबर> वर्ष की लड़की के साथ बलात्कार किया गया था।",#VALUE!
3749,so it a desert kike instead of a european one that wrote it duh it does not matter they are all jews,909,kike,test,तो यह एक यूरोपीय के बजाय एक रेगिस्तान kike ने लिखा है कि यह लिखा है कि यह कोई फर्क नहीं पड़ता कि वे सभी यहूदी हैं,काइक
3750,white bitch pink pussy,399,white bitch pink pussy,test,सफेद कुतिया गुलाबी बिल्ली,सफेद कुतिया गुलाबी बिल्ली
3751,and what does that make you a hearsay peddling moron what is a kike anyway what label may i place upon your genius how about peasant,915,kike,test,और यह क्या है कि आप एक सुनवाई के लिए मोरन बनाते हैं जो एक Kike है वैसे भी क्या लेबल मैं आपकी प्रतिभा पर क्या कर सकता हूं,काइक
3752,getting paid biweekly is so ghetto,1332,,test,"भुगतान किया जा रहा है, यहूदी बस्ती है",#VALUE!
3753,so he admits to his inner retard that can not cope with facts not aligning with his feelinz priceless,73,retard,test,इसलिए वह अपने आंतरिक मंदबुद्धि को स्वीकार करता है जो तथ्यों के साथ सामना नहीं कर सकता है जो अपने फीलिनज़ अनमोल के साथ संरेखित नहीं करता है,काम करना
3754,naacp is not actually for niggers naacp helped abort more nigger babies than any org,838,niggers abort more nigger babies,test,NAACP वास्तव में niggers के लिए नहीं है NAACP ने किसी भी org की तुलना में अधिक निगर शिशुओं को गर्भपात कराने में मदद की,निगर्स अधिक निगर शिशुओं को गर्भपात कराते हैं
3755,tfw i never got to use my white privilege to just walk into a starbucks and take a huge shit without buying a small coffee,1664,,test,"TFW मुझे कभी भी अपने सफेद विशेषाधिकार का उपयोग करने के लिए नहीं मिला, बस एक स्टारबक्स में चलने के लिए और एक छोटी सी कॉफी खरीदे बिना एक विशाल गंदगी लें",#VALUE!
3756,🖤 whoever lectures criminal procedure deserves happiness life and wealth my week just became great,1697,,test,🖤 ​​जो कोई भी आपराधिक प्रक्रिया का व्याख्यान करता है वह खुशी के जीवन और धन का हकदार है मेरा सप्ताह बस महान हो गया,#VALUE!
3757,last one i promise i am so white that albinos worry that i look pale,1175,,test,पिछले एक मैं वादा करता हूँ कि मैं इतना सफेद हूँ कि अल्बिनो चिंता करते हैं कि मैं पीला दिखता हूं,#VALUE!
3758,have a nice day at work white man,589,white man,test,काम पर एक अच्छा दिन है सफेद आदमी,गोरा आदमी
3759,lock her up indefinitely in cells filled with the mudslime rapefugees she is demanding her father import to the us,781,lock her up indefinitely in cells filled with the mudslime rapefugees she is demanding her father import to the us,test,उसे अनिश्चित काल तक बंद कर दिया कोशिकाओं में मडस्लाइम रैपफ्यूज से भरे हुए वह अपने पिता को अमेरिका में आयात करने की मांग कर रही है,उसे अनिश्चित काल तक बंद कर दिया कोशिकाओं में मडस्लाइम रैपफ्यूज से भरे हुए वह अपने पिता को अमेरिका में आयात करने की मांग कर रही है
3760,just call them jews,1199,,test,बस उन्हें यहूदियों को बुलाओ,#VALUE!
3761,everyday the same thing i have contracts on my life im going to get killed im dead its my fault im an nut a faggot everyone hates me the country wants me dead organize crime the police who does not want to see my die,430,,test,हर दिन एक ही बात मेरे जीवन पर अनुबंध होता है im को मारने के लिए जा रहा है im मर गया मेरी गलती एक अखरोट एक अखरोट एक फगोट एक फगोट मुझे नफरत करता है देश चाहता है कि मैं मृत अपराध को अपराध करता हूं जो मेरी मरना नहीं देखना चाहता है,#VALUE!
3762,ugh all the niggers are back on campus,1394,niggers are back,test,उह सभी निगर्स कैंपस में वापस आ गए हैं,निगर वापस आ गए हैं
3763,arab refugees the jews are fucking arabs,730,arab refugees the jews are fucking arabs,test,अरब शरणार्थी यहूदी अरबों को कमबख्त कर रहे हैं,अरब शरणार्थी यहूदी अरबों को कमबख्त कर रहे हैं
3764,dear niggas police your own you filthy scum by the by any pedo or rapist should be burned at the stake not just the spook it just they seem to like that shit almost as much as scum moslem groomers,1453,niggas your own you filthy scum should be burned spook scum moslem groomers,test,प्रिय निगास पुलिस अपने खुद के गंदे स्कम द्वारा किसी भी पेडो या बलात्कारी द्वारा दांव पर जलाया जाना चाहिए न कि केवल स्पूक यह सिर्फ वे पसंद करते हैं कि स्कम मोस्लेम दूल्हे के रूप में लगभग उस गंदगी को पसंद करते हैं,niggas अपने खुद के आप गंदे स्कम को जला दिया जाना चाहिए spook scum moslem moslem दूल्हे
3765,<user> nigga fucking called me a faggot when i said these things to him,960,,test,<user> nigga कमबख्त ने मुझे एक fagot कहा था जब मैंने उसे ये बातें कही,#VALUE!
3766,protesters bcome rioters min violence starts all should be arrested prosecuted of course these fucking cops are not going <number> do shit as usual per orders i understand states make own laws but police should be under federal control so politicians can not stymie <number> agenda,1082,,test,"प्रदर्शनकारियों ने दंगाइयों की न्यूनतम हिंसा शुरू कर दी है, सभी को गिरफ्तार किया जाना चाहिए, बेशक इन कमबख्त पुलिस वाले नहीं जा रहे हैं <नंबर>",#VALUE!
3767,welp tinder was exactly what i expected <percent> ugly fat chicks <percent> duckfaced instagram models fishing for likes <percent> prog dykes uninstall,940,ugly fat chicks dykes,test,वेल्ड टिंडर वास्तव में वही था जो मुझे उम्मीद थी कि <प्रतिशत> बदसूरत वसा वाले चूजों <प्रतिशत> डकफेड इंस्टाग्राम मॉडल फिशिंग फॉर लाइक <प्रतिशत> प्रोग डाइक अनइंस्टॉल,बदसूरत वसा वाले चूजों
3768,people on twitter are retarded lol that squad is never getting a result against that bayern team but yes it ’ lampard ’ fault,1071,retarded,test,"ट्विटर पर लोग मंदबुद्धि हैं कि स्क्वाड को उस बायर्न टीम के खिलाफ कभी भी परिणाम नहीं मिल रहा है, लेकिन हाँ यह 'लैम्पर्ड' फॉल्ट '",मंद
3769,ditto trump has been kissing kike ass since he got in office i will take nehlen anyday,672,kike ass,test,डिट्टो ट्रम्प केक गधे को चूम रहा है क्योंकि वह कार्यालय में मिला था मैं नेहलेन को किसी भी दिन ले जाऊंगा,काइक गधा
3770,<number> every bit of jewish origin stories in the old testament is about a horde of jews infiltrating another superior culture breeding like rats then trying to over throw said culture egypt babylon persia everywhere they went they did this,1383,a horde of jews infiltrating another superior culture breeding like rats then trying to over throw said culture,test,"<नंबर> पुराने नियम में यहूदी मूल की कहानियों की हर बिट यहूदियों की एक भीड़ के बारे में है, जो चूहों की तरह एक और बेहतर संस्कृति के प्रजनन में घुसपैठ कर रही है, फिर फेंकने की कोशिश कर रही है कि संस्कृति मिस्र बाबुल फारस हर जगह वे ऐसा करते थे।","यहूदियों की एक भीड़ चूहों की तरह एक और बेहतर संस्कृति प्रजनन में घुसपैठ करती है, फिर थ्रो थ्रो कल्चर को खत्म करने की कोशिश कर रही है"
3771,good now the company should take their crap product to syria where they can hire all the refugees they need,499,now the company should take their crap product to syria where they can hire all the refugees they need,test,अच्छा अब कंपनी को अपने बकवास उत्पाद को सीरिया ले जाना चाहिए जहां वे उन सभी शरणार्थियों को किराए पर ले सकते हैं जिनकी उन्हें आवश्यकता है,अब कंपनी को अपने बकवास उत्पाद को सीरिया ले जाना चाहिए जहां वे उन सभी शरणार्थियों को किराए पर ले सकते हैं जिनकी उन्हें आवश्यकता है
3772,<user> the shooters must be muslim,368,shooters must be muslim,test,<उपयोगकर्ता> निशानेबाजों को मुस्लिम होना चाहिए,निशानेबाजों को मुस्लिम होना चाहिए
3773,imagine if i i mean my friend does start liking this person right after rejecting them what a typical dyke move that would be 😃,935,,test,"कल्पना कीजिए कि अगर मेरा मतलब है कि मेरा दोस्त इस व्यक्ति को सही पसंद करना शुरू कर देता है, तो उन्हें अस्वीकार करने के बाद एक विशिष्ट डाइक मूव जो होगा",#VALUE!
3774,white supremacy is so mentally poisonous that a victim of it like <user> can dismiss it still irrationally focus on immigrants as a threat,819,,test,श्वेत वर्चस्व इतना मानसिक रूप से जहरीला है कि इसका एक शिकार <उपयोगकर्ता> की तरह इसे खारिज कर सकता है अभी भी एक खतरे के रूप में अप्रवासियों पर ध्यान केंद्रित करना है,#VALUE!
3775,do u have to be retarded to be a lino,1603,,test,क्या आपको लिनो होने के लिए मंद होना है,#VALUE!
3776,<user> i agree with this not that it matters tho cause i am a white boi lmfao,1855,,test,<उपयोगकर्ता> मैं इस बात से सहमत हूं कि यह मायने नहीं रखता है क्योंकि मैं एक सफेद बोई lmfao हूँ,#VALUE!
3777,nigger jokes are more played out than groyper avis keep using it it has no effect meanwhile all you do is whine and bitch way to save the west bitching on gab my dude,256,nigger jokes are more played out than groyper avis meanwhile all you do is whine and bitch way to save the west bitching on gab,test,निगर चुटकुले अधिक से अधिक खेले जाते हैं।,"निगर चुटकुले ग्रॉपर एविस की तुलना में अधिक खेले जाते हैं, इस बीच आप जो कुछ भी करते हैं वह है कि वेस्ट बिच को गेब पर बचाने के लिए"
3778,fuck the community keep the muzzies on a fucking leash i consider them filthy,190,keep the muzzies on a fucking leash i consider them filthy,test,बकवास समुदाय को एक कमबख्त पट्टा पर muzies रखो मैं उन्हें गंदी मानता हूं,एक कमबख्त पट्टा पर muzzies रखो मैं उन्हें गंदी मानता हूं
3779,all they have to do is recognize that mass immigration is not politically possible that the battle over it will only intensify and eventually spill over into political violence as the demographic balance shifts at that point even liberals will start looking for the exits,231,,test,"उन्हें बस इतना ही करना होगा कि बड़े पैमाने पर आव्रजन राजनीतिक रूप से संभव नहीं है कि इस पर लड़ाई केवल तेज हो जाएगी और अंततः राजनीतिक हिंसा में फैल जाएगी क्योंकि उस बिंदु पर जनसांख्यिकीय संतुलन बदल जाता है, यहां तक ​​कि उदारवादी भी बाहर निकलने की तलाश शुरू कर देंगे।",#VALUE!
3780,was engels a kike,1548,kike,test,एंगेल्स एक Kike था,काइक
3781,your pussy muzzie loving government is killing you off faster than any battlefield aside from a handful of brit your giving your country up just like your parliament wanted to do in <number> here you go hitler we give up you had better resurrect churchill rapidly cuck boy,1509,your pussy muzzie cuck boy,test,"आपकी बिल्ली मुज़ी प्यार करने वाली सरकार आपको किसी भी युद्ध के मैदान की तुलना में तेजी से मार रही है, जो आपके देश को अपने देश को दे रही है, जैसे कि आपकी संसद की तरह <नंबर> में आप हिटलर में जाना चाहते थे",आपकी बिल्ली मुज़ी कोक बॉय
3782,that fat fucking dyke pos should indeed be prosecuted and campaign finance violations should be the least of it get her on public indecency charges whatever they can come up with,119,that fat fucking dyke pos should indeed be prosecuted and campaign finance violations should be the least of it get her on public indecency charges whatever they can come up with,test,उस वसा कमबख्त डाइक पोज पर वास्तव में मुकदमा चलाया जाना चाहिए और अभियान वित्त उल्लंघन को कम से कम उसे सार्वजनिक अभद्रता के आरोपों में प्राप्त करना चाहिए जो भी वे साथ आ सकते हैं,उस वसा कमबख्त डाइक पोज पर वास्तव में मुकदमा चलाया जाना चाहिए और अभियान वित्त उल्लंघन को कम से कम उसे सार्वजनिक अभद्रता के आरोपों में प्राप्त करना चाहिए जो भी वे साथ आ सकते हैं
3783,yes npr do go on please tell me about all the poor women who need my money because they can not keep their legs closed maga speakfreely,562,please tell me about all the poor women who need my money because they can not keep their legs closed,test,"हां एनपीआर पर जाएं कृपया मुझे उन सभी गरीब महिलाओं के बारे में बताएं, जिन्हें मेरे पैसे की जरूरत है क्योंकि वे अपने पैरों को बंद नहीं रख सकते हैं",कृपया मुझे उन सभी गरीब महिलाओं के बारे में बताएं जिन्हें मेरे पैसे की आवश्यकता है क्योंकि वे अपने पैरों को बंद नहीं रख सकते हैं
3784,<user> <user> i am not defending biden he is a fucking relic but to suggest his position is zero taxes on millionaires is dishonest,1763,,test,"<उपयोगकर्ता> <उपयोगकर्ता> मैं बिडेन का बचाव नहीं कर रहा हूँ वह एक कमबख्त अवशेष है, लेकिन सुझाव देने के लिए कि उसकी स्थिति करोड़पतियों पर शून्य कर है",#VALUE!
3785,<user> shut up faggot 🤬,842,shut up faggot,test,<user> fagot 🤬 को बंद करें,चुप रहो
3786,you wanna know what i miss about college bonus dollars paying for food is ghetto as hell,583,,test,आप जानते हैं,#VALUE!
3787,ye olde niggra tax makes us pay more for home car insurance police ambulance medical schools school resource officers school po po <happy> security entertainment we have to commute farther to work the niggra tax is endless in a perfect world muslims would blow up blacks <happy>,1198,niggra tax niggra tax muslims would blow up blacks <happy>,test,"ये ओल्डे निगग्रा टैक्स हमें होम कार बीमा पुलिस एम्बुलेंस मेडिकल स्कूल स्कूल संसाधन अधिकारी स्कूल पो के लिए अधिक भुगतान करता है। स्कूल पो पो <हैप्पी> सुरक्षा मनोरंजन हमें काम करने के लिए आगे बढ़ना है, निगरा टैक्स एक आदर्श विश्व मुसलमानों में अंतहीन है >",निगरग्रा टैक्स निगग्रा टैक्स मुस्लिम अश्वेतों को उड़ा देगा <हैप्पी>
3788,where is the investigation on who gave that lying muzrat traitor a top secret clearance,1114,that lying muzrat traitor,test,इस बात की जांच कहाँ है कि किसने मुजराट गद्दार को एक शीर्ष गुप्त निकासी दिया,वह झूठ बोल रहा था मुजराट गद्दार
3789,how long until it is revealed hollywood stars and directors raped and molested children regularly and it was known and an open secret within the industry,1766,,test,जब तक यह पता चलता है कि हॉलीवुड के सितारों और निर्देशकों ने नियमित रूप से बच्चों के साथ बलात्कार किया और छेड़छाड़ की और यह ज्ञात था और उद्योग के भीतर एक खुला रहस्य था,#VALUE!
3790,eh i do not think i d suggest it at this point too much crime largely driven by immigrants and the fact that jobs are getting hard to find at times five years ago i would have said sure chile may be better cc <user> <user>,1527,too much crime largely driven by immigrants and the fact that jobs are getting hard to find at times,test,"एह मुझे नहीं लगता कि मैं इस बिंदु पर यह सुझाव देता हूं कि बहुत अधिक अपराध बड़े पैमाने पर आप्रवासियों द्वारा संचालित है और यह तथ्य कि नौकरियों को पांच साल पहले कई बार खोजने के लिए मुश्किल हो रहा है, मैंने कहा होगा कि चिली बेहतर हो सकता है CC <उपयोगकर्ता> <उपयोगकर्ता>",बहुत अधिक अपराध बड़े पैमाने पर अप्रवासियों द्वारा संचालित होता है और इस तथ्य को कि नौकरियों को कई बार खोजने में मुश्किल हो रही है
3791,trying to convince carter he should go as slutty bob ross for halloween 🤞,552,,test,कार्टर को समझाने की कोशिश करते हुए उसे हैलोवीन के लिए फूहड़ बॉब रॉस के रूप में जाना चाहिए,#VALUE!
3792,thelma and louise with a half dozen nigger kids in the back,610,a half dozen nigger kids,test,थेल्मा और लुईस एक आधा दर्जन निगर बच्चों के साथ पीठ में,एक आधा दर्जन निगर बच्चे
3793,<user> just saw a sad older couple with <number> mulatto grandkids at the store you know they are taking care of their degenerate mudshark daughter spawn sad,986,mulatto degenerate mudshark,test,<user> बस एक दुखी वृद्ध जोड़े को देखा गया है <nument> स्टोर पर मुलतो पोते के साथ आप जानते हैं,मुलतो पतित मडशार्क
3794,all these niggas acting surprised the 2 k20 servers are down open yo eyes jitt these niggas do not care about the community,1615,,test,इन सभी निगस अभिनय ने आश्चर्यचकित किया कि 2 K20 सर्वर नीचे हैं खुली यो आँखें jitt ये निगस समुदाय के बारे में परवाह नहीं करते हैं,#VALUE!
3795,why do you type like a faggot,816,faggot,test,आप एक फगोट की तरह क्यों टाइप करते हैं,होमोसेक्सुअल
3796,there already enough photos of that retarded freak of nature on its twitter page,1788,retarded freak of nature,test,वहाँ पहले से ही अपने ट्विटर पेज पर प्रकृति के उस मंदता की काफी तस्वीरें हैं,प्रकृति के मंदबुद्धि
3797,gab lately has gone absolutely full retard i havent seen this level of breakdown since i trolled themeparkreview com into the ground well me and a few other trolls guys you all need to chill,857,,test,"गैब हाल ही में पूरी तरह से मंद हो गया है, मैंने इस स्तर के ब्रेकडाउन को देखा है क्योंकि मैंने जमीन में अच्छी तरह से मुझे और कुछ अन्य ट्रोल्स के लोगों को ट्रोल किया था",#VALUE!
3798,<user> i fucking hate you he mumbles looking up at him,1824,,test,<user> मैं तुम्हें नफरत करता हूँ तुम उसे देख रहे हो उसे देख रहे हो,#VALUE!
3799,<user> here is how to end sanctions on syria <number> expose the white helmets via select committee senate committee <number> show how ngos reporting on syria rely on white helmets <number> show how this collapses the entire edifice of lies <number> show how assad should be backed against jihadists,1770,,test,<उपयोगकर्ता> यहाँ सीरिया पर प्रतिबंधों को समाप्त करने का तरीका है <nument> सिलेक्ट कमेटी सीनेट कमेटी के माध्यम से व्हाइट हेलमेट को उजागर करें > दिखाएँ कि कैसे असद को जिहादियों के खिलाफ समर्थित किया जाना चाहिए,#VALUE!
3800,the talking stage so ghetto i ’ m tired of going through that shit with people,1189,,test,बात करने के चरण में तो यहूदी बस्ती मैं लोगों के साथ उस गंदगी से गुजरते हुए थक गया हूं,#VALUE!
3801,fbi completely inept paralyzed by pc airport shooter who killed <number> while shouting allah akbar converted to islam changed name to aashiq hammad purchased ticket under new muslim name recorded islamic religious songs fbi can not tell terrorism was the motive maga trump gabfam banislam,143,,test,"एफबीआई पूरी तरह से पीसी हवाई अड्डे के शूटर द्वारा पंगु हो गया, जिन्होंने अल्लाह को मार डाला था, जब अल्लाह अकबर चिल्लाते हुए इस्लाम परिवर्तित नाम का नाम आशीक हम्माद को नया मुस्लिम नाम के तहत टिकट खरीदा था, इस्लामिक धार्मिक गीतों को दर्ज किया गया था।",#VALUE!
3802,<user> marxist are more cruel than islamist both killed more people than any war in world,174,,test,<उपयोगकर्ता> मार्क्सवादी इस्लामी की तुलना में अधिक क्रूर हैं,#VALUE!
3803,<user> <user> you all keep saying woke disney but the board of directors and presidents are all white besides one guy,291,,test,<user> <उपयोगकर्ता> आप सभी कहते रहते हैं कि डिज्नी,#VALUE!
3804,<user> chinaman satanist lee hsien loong malaysian criminals have been gossiping false information to the ntuc supermarket sembawang mart staff since mid <number> swift discoveries if questioned,1583,,test,<उपयोगकर्ता> चाइनामैन शैतानवादी ली ह्सियन लोंग मलेशियाई अपराधियों ने एनटीयूसी सुपरमार्केट सेम्बवांग मार्ट स्टाफ को गलत जानकारी दी है।,#VALUE!
3805,everybody say dyke keep it goin,1081,,test,हर कोई कहता है कि डाइक इसे चल रहा है,#VALUE!
3806,purple haired dyke fascism please stop this meme,1214,purple haired dyke fascism please stop this meme,test,बैंगनी बालों वाली डाइक फासीवाद कृपया इस मेम को रोकें,बैंगनी बालों वाली डाइक फासीवाद कृपया इस मेम को रोकें
3807,i wish this faggot would die already someone send him a pepe strobe gif and cause him to stroke out,806,i wish this faggot would die already someone send him a pepe strobe gif and cause him to stroke out,test,काश यह फागोट मर जाता है पहले से,काश यह फागोट मर जाता है पहले से
3808,the worthless nigger shot the trooper in the back several times with a rifle,381,worthless nigger,test,बेकार निगर ने एक राइफल के साथ कई बार ट्रॉपर को पीठ में गोली मार दी,बेकार
3809,<number> years of inbreeding make their hasbara basically retarded it a kike thing,78,years of inbreeding hasbara retarded kike,test,<नंबर> इनब्रीडिंग के वर्ष अपने हसबारा को मूल रूप से इसे एक kike की बात करते हैं,इनब्रीडिंग हसबारा रिटर्डेड केक के वर्षों
3810,so is it ok for us to protest jews in those positions in our countries as well chill the personal attacks i am better than you at those and i have not even used one yet it a debate,530,so is it ok for us to protest jews in those positions in our countries as well,test,तो क्या यह हमारे लिए ठीक है कि हमारे देशों में उन पदों पर यहूदियों का विरोध करें और साथ ही व्यक्तिगत हमलों को ठंडा करें जो मैं उन पर आपसे बेहतर हूं और मैंने अभी तक एक बहस का इस्तेमाल नहीं किया है,तो क्या यह हमारे लिए हमारे देशों में उन पदों पर यहूदियों का विरोध करना ठीक है
